Plantname,Category,Unit,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Wiki link,Evidence (Source text/Sentence)
Dryopteris_marginalis,Fern,ft,1.0,2.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Dryopteris_marginalis,It grows 1–2 ft in height and approximately 6 in wide .
Duranta_erecta,Perennial,ft,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Duranta_erecta,It can grow to 6 m ( 20 ft ) tall and can spread to an equal width .
Duranta_erecta,Perennial,m,6.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Duranta_erecta,It can grow to 6 m ( 20 ft ) tall and can spread to an equal width .
Durio_zibethinus,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Durio_zibethinus,x
Dypsis_lutescens,House Plant,ft,20.0,39.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Dypsis_lutescens,== Description == Dypsis lutescens grows 6–12 m ( 20–39 ft ) in height .
Dypsis_lutescens,House Plant,m,6.0,12.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Dypsis_lutescens,== Description == Dypsis lutescens grows 6–12 m ( 20–39 ft ) in height .
Elaeagnus_angustifolia,Tree,ft,16.0,23.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Elaeagnus_angustifolia,== Description == Elaeagnus angustifolia is a usually thorny shrub or small tree growing to 5–7 m ( 16–23 ft ) in height .
Elaeagnus_angustifolia,Tree,m,5.0,7.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Elaeagnus_angustifolia,== Description == Elaeagnus angustifolia is a usually thorny shrub or small tree growing to 5–7 m ( 16–23 ft ) in height .
Elaeagnus_pungens,Shrub,ft,13.0,23.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Elaeagnus_pungens,"== Description == Elaeagnus pungens is a dense , branching shrub which can reach over 7 metre ( 23 ft ) tall by 4 metre ( 13 ft ) wide ."
Elaeagnus_pungens,Shrub,m,4.0,7.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Elaeagnus_pungens,"== Description == Elaeagnus pungens is a dense , branching shrub which can reach over 7 metre ( 23 ft ) tall by 4 metre ( 13 ft ) wide ."
Elymus_magellanicus,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Elymus_magellanicus,x
Encelia_farinosa,Shrub,in,1.2,3.1,12.0,59.0,59.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Encelia_farinosa,"== Description == Brittlebush grows up to 30 to 150 cm ( 12 to 59 in ) tall , with fragrant leaf 3–8 centimetre ( 1.2–3.1 in ) long , ovate to deltoid , and silvery tomentose ."
Encelia_farinosa,Shrub,cm,3.0,8.0,30.0,150.0,150.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Encelia_farinosa,"== Description == Brittlebush grows up to 30 to 150 cm ( 12 to 59 in ) tall , with fragrant leaf 3–8 centimetre ( 1.2–3.1 in ) long , ovate to deltoid , and silvery tomentose ."
Epidendrum_ibaguense,Tropical,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Epidendrum_ibaguense,x
Equisetum_hyemale,Grass (Ornamental),ft,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Equisetum_hyemale,The hollow stem are up to 3 foot ( 0.91 m ) in height .
Equisetum_hyemale,Grass (Ornamental),m,0.91,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Equisetum_hyemale,The hollow stem are up to 3 foot ( 0.91 m ) in height .
Equisetum_scirpoides,Grass (Ornamental),cm,30.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Equisetum_scirpoides,Reaches a maximum height of about 30 cm .
Eragrostis_spectabilis,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eragrostis_spectabilis,x
Eragrostis_trichodes,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eragrostis_trichodes,x
Erigeron_karvinskianus,Perennial,in,5.9,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Erigeron_karvinskianus,"== Description == It is a vigorous , spreading perennial plant growing from woody rhizome to a maximum height of 15 cm ( 5.9 in ) ."
Erigeron_karvinskianus,Perennial,cm,15.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Erigeron_karvinskianus,"== Description == It is a vigorous , spreading perennial plant growing from woody rhizome to a maximum height of 15 cm ( 5.9 in ) ."
Loquat,Tree,ft,10.0,13.0,16.0,33.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Loquat,"The tree can grow to 5–10 metre ( 16–33 ft ) tall , but is often smaller , about 3–4 metre ( 10–13 ft ) ."
Loquat,Tree,m,3.0,4.0,5.0,10.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Loquat,"The tree can grow to 5–10 metre ( 16–33 ft ) tall , but is often smaller , about 3–4 metre ( 10–13 ft ) ."
Eruca_vesicaria,Vegetable,cm,20.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eruca_vesicaria,"Eruca sativa , which is widely popular a a salad vegetable , is a specie of Eruca native to the Mediterranean region , from Morocco and Portugal in the west to Syria , Lebanon , and Turkey in the east.It is an annual plant growing to 20–100 cm tall ."
Eruca_vesicaria,Vegetable,in,8.0,39.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eruca_vesicaria,== Description == Eruca vesicaria grows 20–100 centimetre ( 8–39 in ) in height .
Eruca_vesicaria,Vegetable,cm,20.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eruca_vesicaria,== Description == Eruca vesicaria grows 20–100 centimetre ( 8–39 in ) in height .
Eucalyptus_brockwayi,Tree,ft,49.0,82.0,82.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_brockwayi,== Description == Eucalyptus brockwayi is a tree that typically grows to a height of 15 to 25 metre ( 49 to 82 ft ) but doe not form a lignotuber .
Eucalyptus_brockwayi,Tree,m,15.0,25.0,25.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_brockwayi,== Description == Eucalyptus brockwayi is a tree that typically grows to a height of 15 to 25 metre ( 49 to 82 ft ) but doe not form a lignotuber .
Eucalyptus_caesia,Tree,ft,6.6,45.9,45.9,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,== Description == Eucalyptus caesia is a mallee that typically grows to a height of 2 to 14 metre ( 6.6 to 45.9 ft ) and form a lignotuber .
Eucalyptus_caesia,Tree,m,2.0,14.0,14.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,== Description == Eucalyptus caesia is a mallee that typically grows to a height of 2 to 14 metre ( 6.6 to 45.9 ft ) and form a lignotuber .
Eucalyptus_caesia,Tree,ft,20.0,30.0,30.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,"caesia grows to a height of 6 to 9 metre ( 20 to 30 ft ) with smaller leaf , bud and fruit than the other subspecies ; Eucalyptus caesia subsp ."
Eucalyptus_caesia,Tree,m,6.0,9.0,9.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,"caesia grows to a height of 6 to 9 metre ( 20 to 30 ft ) with smaller leaf , bud and fruit than the other subspecies ; Eucalyptus caesia subsp ."
Eucalyptus_caesia,Tree,ft,49.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,"magna grows to a height of 15 metre ( 49 ft ) with pendulous branch and larger leaf , bud and fruit.The specific epithet ( caesia ) is a Latin word meaning `` bluish grey '' referring to the waxy cover of the small branch , flower bud and fruit ."
Eucalyptus_caesia,Tree,m,15.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_caesia,"magna grows to a height of 15 metre ( 49 ft ) with pendulous branch and larger leaf , bud and fruit.The specific epithet ( caesia ) is a Latin word meaning `` bluish grey '' referring to the waxy cover of the small branch , flower bud and fruit ."
Eucalyptus_calycogona,Tree,ft,16.0,20.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_calycogona,"== Description == Eucalyptus calycogona is mallee that typically grows to a height of 5–6 m ( 16–20 ft ) , or rarely a small tree , and form a lignotuber ."
Eucalyptus_calycogona,Tree,m,5.0,6.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_calycogona,"== Description == Eucalyptus calycogona is mallee that typically grows to a height of 5–6 m ( 16–20 ft ) , or rarely a small tree , and form a lignotuber ."
Eucalyptus_campaspe,Tree,ft,10.0,36.0,36.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_campaspe,"== Description == Eucalyptus campaspe is a tree or mallet that typically grows to a height of 3 to 11 metre ( 10 to 36 ft ) and ha smooth , shiny , silver to coppery bark ."
Eucalyptus_campaspe,Tree,m,3.0,11.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_campaspe,"== Description == Eucalyptus campaspe is a tree or mallet that typically grows to a height of 3 to 11 metre ( 10 to 36 ft ) and ha smooth , shiny , silver to coppery bark ."
Eucalyptus_cladocalyx,Tree,in,3.0,3.0,3.0,4.0,11.0,11.0,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,Sugar Gums from the Flinders Ranges reach up to 35 metre ( 115 ft ) in height and have the classic `` gum '' habit - with a straight trunk having a dbh of 1 to 1.5 m ( 3 ft 3 in to 4 ft 11 in ) and steep branch occurring about halfway up .
Eucalyptus_cladocalyx,Tree,ft,3.0,3.0,3.0,4.0,4.0,11.0,115.0,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,Sugar Gums from the Flinders Ranges reach up to 35 metre ( 115 ft ) in height and have the classic `` gum '' habit - with a straight trunk having a dbh of 1 to 1.5 m ( 3 ft 3 in to 4 ft 11 in ) and steep branch occurring about halfway up .
Eucalyptus_cladocalyx,Tree,m,1.0,1.5,1.5,35.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,Sugar Gums from the Flinders Ranges reach up to 35 metre ( 115 ft ) in height and have the classic `` gum '' habit - with a straight trunk having a dbh of 1 to 1.5 m ( 3 ft 3 in to 4 ft 11 in ) and steep branch occurring about halfway up .
Eucalyptus_cladocalyx,Tree,in,1.0,4.0,4.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,"However , Eyre Peninsula and Kangaroo Island tree are much shorter typically between 8 to 15 m ( 26 to 49 ft ) in height and often have crooked trunk and a dbh of 0.4 m ( 1 ft 4 in ) ."
Eucalyptus_cladocalyx,Tree,ft,1.0,1.0,4.0,26.0,49.0,49.0,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,"However , Eyre Peninsula and Kangaroo Island tree are much shorter typically between 8 to 15 m ( 26 to 49 ft ) in height and often have crooked trunk and a dbh of 0.4 m ( 1 ft 4 in ) ."
Eucalyptus_cladocalyx,Tree,m,0.4,8.0,15.0,15.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,"However , Eyre Peninsula and Kangaroo Island tree are much shorter typically between 8 to 15 m ( 26 to 49 ft ) in height and often have crooked trunk and a dbh of 0.4 m ( 1 ft 4 in ) ."
Eucalyptus_deglupta,Tree,in,94.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_deglupta,== Description == Eucalyptus deglupta is a fast-growing tree that typically reach a height of 60–75 m ( 197–246 ft ) with the trunk up to 240 cm ( 94 in ) in diameter and with buttress up to 4 m ( 13 ft ) high .
Eucalyptus_deglupta,Tree,cm,240.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_deglupta,== Description == Eucalyptus deglupta is a fast-growing tree that typically reach a height of 60–75 m ( 197–246 ft ) with the trunk up to 240 cm ( 94 in ) in diameter and with buttress up to 4 m ( 13 ft ) high .
Eucalyptus_deglupta,Tree,ft,13.0,197.0,246.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_deglupta,== Description == Eucalyptus deglupta is a fast-growing tree that typically reach a height of 60–75 m ( 197–246 ft ) with the trunk up to 240 cm ( 94 in ) in diameter and with buttress up to 4 m ( 13 ft ) high .
Eucalyptus_deglupta,Tree,m,4.0,60.0,75.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_deglupta,== Description == Eucalyptus deglupta is a fast-growing tree that typically reach a height of 60–75 m ( 197–246 ft ) with the trunk up to 240 cm ( 94 in ) in diameter and with buttress up to 4 m ( 13 ft ) high .
Eucalyptus_dumosa,Tree,ft,13.0,13.0,16.0,33.0,39.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_dumosa,"== Description == Eucalyptus dumosa is a mallee that typically grows to a height of 4–10 m ( 13–33 ft ) , occasionally 12 m ( 39 ft ) and a width of 4–5 m ( 13–16 ft ) with an open , bushy , spreading habit ."
Eucalyptus_dumosa,Tree,m,4.0,4.0,5.0,10.0,12.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_dumosa,"== Description == Eucalyptus dumosa is a mallee that typically grows to a height of 4–10 m ( 13–33 ft ) , occasionally 12 m ( 39 ft ) and a width of 4–5 m ( 13–16 ft ) with an open , bushy , spreading habit ."
Eucalyptus_erythrocorys,Tree,ft,9.8,9.8,19.7,32.8,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_erythrocorys,"== Description == Eucalyptus erythrocorys is a small tree or a mallee , with an open spreading habit and typically grows to a height of 3–10 m ( 9.8–32.8 ft ) and a width of 3–6 m ( 9.8–19.7 ft ) ."
Eucalyptus_erythrocorys,Tree,m,3.0,3.0,6.0,10.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_erythrocorys,"== Description == Eucalyptus erythrocorys is a small tree or a mallee , with an open spreading habit and typically grows to a height of 3–10 m ( 9.8–32.8 ft ) and a width of 3–6 m ( 9.8–19.7 ft ) ."
Eucalyptus_gillii,Tree,ft,20.0,26.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gillii,"== Description == Eucalyptus gillii is a mallee that typically grows to a height of 6 m ( 20 ft ) , rarely a tree to 8 m ( 26 ft ) , and form a lignotuber ."
Eucalyptus_gillii,Tree,m,6.0,8.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gillii,"== Description == Eucalyptus gillii is a mallee that typically grows to a height of 6 m ( 20 ft ) , rarely a tree to 8 m ( 26 ft ) , and form a lignotuber ."
Eucalyptus_gunnii,Tree,ft,82.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gunnii,== Description == Eucalyptus gunnii is a tree that typically grows to a height of 25 m ( 82 ft ) and form a lignotuber .
Eucalyptus_gunnii,Tree,m,25.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gunnii,== Description == Eucalyptus gunnii is a tree that typically grows to a height of 25 m ( 82 ft ) and form a lignotuber .
Eucalyptus_gunnii,Tree,in,4.0,6.0,7.0,7.0,11.0,11.0,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gunnii,"Fast-growing , it will produce a tree up to 37 m ( 121 ft ) tall when mature , with growth rate of up to 1.5 m ( 4 ft 11 in ) , rarely 2 m ( 6 ft 7 in ) , per year ."
Eucalyptus_gunnii,Tree,ft,4.0,4.0,6.0,6.0,7.0,11.0,121.0,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gunnii,"Fast-growing , it will produce a tree up to 37 m ( 121 ft ) tall when mature , with growth rate of up to 1.5 m ( 4 ft 11 in ) , rarely 2 m ( 6 ft 7 in ) , per year ."
Eucalyptus_gunnii,Tree,m,1.5,2.0,37.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_gunnii,"Fast-growing , it will produce a tree up to 37 m ( 121 ft ) tall when mature , with growth rate of up to 1.5 m ( 4 ft 11 in ) , rarely 2 m ( 6 ft 7 in ) , per year ."
Eucalyptus_kruseana,Tree,ft,7.0,8.0,11.0,11.0,13.0,13.0,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_kruseana,== Description == The mallee ha a straggly habit with multiple branch and typically grows to a height of 2.5 to 4 metre ( 8 to 13 ft ) and a width of 2 to 3.5 metre ( 7 to 11 ft ) .
Eucalyptus_kruseana,Tree,m,2.0,2.5,3.5,3.5,4.0,4.0,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_kruseana,== Description == The mallee ha a straggly habit with multiple branch and typically grows to a height of 2.5 to 4 metre ( 8 to 13 ft ) and a width of 2 to 3.5 metre ( 7 to 11 ft ) .
Eucalyptus_macrocarpa,Shrub,in,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_macrocarpa,"== Description == Eucalyptus macrocarpa is a mallee that typically grows to a height of 0.5–8 m ( 1 ft 8 in–26 ft 3 in ) , ha a sprawling or spreading habit , and form a lignotuber ."
Eucalyptus_macrocarpa,Shrub,ft,1.0,26.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_macrocarpa,"== Description == Eucalyptus macrocarpa is a mallee that typically grows to a height of 0.5–8 m ( 1 ft 8 in–26 ft 3 in ) , ha a sprawling or spreading habit , and form a lignotuber ."
Eucalyptus_macrocarpa,Shrub,m,0.5,8.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_macrocarpa,"== Description == Eucalyptus macrocarpa is a mallee that typically grows to a height of 0.5–8 m ( 1 ft 8 in–26 ft 3 in ) , ha a sprawling or spreading habit , and form a lignotuber ."
Eucalyptus_microtheca,Tree,ft,16.0,33.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_microtheca,"== Description == Eucalyptus microtheca is a tree , sometimes a mallee , that typically grows to a height of 5–10 m ( 16–33 ft ) and form a lignotuber ."
Eucalyptus_microtheca,Tree,m,5.0,10.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_microtheca,"== Description == Eucalyptus microtheca is a tree , sometimes a mallee , that typically grows to a height of 5–10 m ( 16–33 ft ) and form a lignotuber ."
Eucalyptus_polyanthemos,Tree,ft,66.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_polyanthemos,== Description == Eucalyptus polyanthemos is a tree that typically grows to a height of 20 m ( 66 ft ) but doe not form a lignotuber .
Eucalyptus_polyanthemos,Tree,m,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_polyanthemos,== Description == Eucalyptus polyanthemos is a tree that typically grows to a height of 20 m ( 66 ft ) but doe not form a lignotuber .
Eucalyptus_rudis,Tree,ft,16.0,66.0,66.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_rudis,== Description == It is a medium-sized tree that typically grows to a height of 5 to 20 metre ( 16 to 66 ft ) .
Eucalyptus_rudis,Tree,m,5.0,20.0,20.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_rudis,== Description == It is a medium-sized tree that typically grows to a height of 5 to 20 metre ( 16 to 66 ft ) .
Eucalyptus_sargentii,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_sargentii,x
Eucalyptus_spathulata,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_spathulata,x
Eucalyptus_stoatei,Tree,ft,7.0,25.0,25.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_stoatei,== Description == The tree will typically grow to a height of 2 to 7.5 metre ( 7 to 25 ft ) and ha white or grey-brown smooth bark and a slender habit .
Eucalyptus_stoatei,Tree,m,2.0,7.5,7.5,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_stoatei,== Description == The tree will typically grow to a height of 2 to 7.5 metre ( 7 to 25 ft ) and ha white or grey-brown smooth bark and a slender habit .
Eucalyptus_stricklandii,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_stricklandii,x
Eucalyptus_torquata,Tree,ft,13.0,36.0,36.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_torquata,It reach between 4 to 11 metre ( 13 to 36 ft ) in height in it native habitat which ha a spreading habit .
Eucalyptus_torquata,Tree,m,4.0,11.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_torquata,It reach between 4 to 11 metre ( 13 to 36 ft ) in height in it native habitat which ha a spreading habit .
Eucalyptus_websteriana,Shrub,ft,13.0,16.0,16.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_websteriana,== Description == The mallee typically grows to a height of around 4 to 5 metre ( 13 to 16 ft ) and ha a spreading habit and minni ritchi type bark .
Eucalyptus_websteriana,Shrub,m,4.0,5.0,5.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_websteriana,== Description == The mallee typically grows to a height of around 4 to 5 metre ( 13 to 16 ft ) and ha a spreading habit and minni ritchi type bark .
Eucalyptus_woodwardii,Tree,ft,10.0,20.0,49.0,49.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_woodwardii,== Description == The tree typically grows to a height of 6 to 15 metre ( 20 to 49 ft ) and a canopy that spread to over 3 metre ( 10 ft ) .
Eucalyptus_woodwardii,Tree,m,3.0,6.0,15.0,15.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eucalyptus_woodwardii,== Description == The tree typically grows to a height of 6 to 15 metre ( 20 to 49 ft ) and a canopy that spread to over 3 metre ( 10 ft ) .
Eugenia_uniflora,Shrub,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Eugenia_uniflora,x
Euonymus_alatus,Shrub,ft,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euonymus_alatus,"== Description == This deciduous shrub grows to 6.1 m ( 20 ft ) tall , often wider than tall ."
Euonymus_alatus,Shrub,m,6.1,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euonymus_alatus,"== Description == This deciduous shrub grows to 6.1 m ( 20 ft ) tall , often wider than tall ."
Euonymus_alatus,Shrub,ft,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euonymus_alatus,"== Description == This deciduous shrub grows to 6.1 m ( 20 ft ) tall , often wider than tall ."
Euonymus_alatus,Shrub,m,6.1,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euonymus_alatus,"== Description == This deciduous shrub grows to 6.1 m ( 20 ft ) tall , often wider than tall ."
Euphorbia_milii,Perennial,in,5.0,11.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_milii,"== Description == It is a succulent subshrub or shrub growing to 1.8 m ( 5 ft 11 in ) tall , with densely spiny stem ."
Euphorbia_milii,Perennial,ft,5.0,5.0,11.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_milii,"== Description == It is a succulent subshrub or shrub growing to 1.8 m ( 5 ft 11 in ) tall , with densely spiny stem ."
Euphorbia_milii,Perennial,m,1.8,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_milii,"== Description == It is a succulent subshrub or shrub growing to 1.8 m ( 5 ft 11 in ) tall , with densely spiny stem ."
Poinsettia,Annual,ft,2.0,13.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_pulcherrima,"== Description == Euphorbia pulcherrima is a shrub or small tree , typically reaching a height of 0.6–4 metre ( 2–13 ft ) ."
Poinsettia,Annual,m,0.6,4.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_pulcherrima,"== Description == Euphorbia pulcherrima is a shrub or small tree , typically reaching a height of 0.6–4 metre ( 2–13 ft ) ."
Euphorbia_rigida,Perennial,in,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_rigida,"Growing to 50 cm ( 20 in ) tall and broad , it is a bushy evergreen perennial with somewhat fleshy leaf arranged in a spiral , bearing bunch of bright yellow flower in late Spring ."
Euphorbia_rigida,Perennial,cm,50.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Euphorbia_rigida,"Growing to 50 cm ( 20 in ) tall and broad , it is a bushy evergreen perennial with somewhat fleshy leaf arranged in a spiral , bearing bunch of bright yellow flower in late Spring ."
Fagus_grandifolia,Tree,ft,66.0,115.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_grandifolia,"== Description == It is a deciduous tree growing to 20–35 m ( 66–115 ft ) tall , with smooth , silver-gray bark ."
Fagus_grandifolia,Tree,m,20.0,35.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_grandifolia,"== Description == It is a deciduous tree growing to 20–35 m ( 66–115 ft ) tall , with smooth , silver-gray bark ."
Fagus_sylvatica,Tree,ft,4.9,9.8,82.0,115.0,160.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
Fagus_sylvatica,Tree,m,1.5,3.0,25.0,35.0,50.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
Fagus_sylvatica,Tree,ft,4.9,9.8,82.0,115.0,160.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
Fagus_sylvatica,Tree,m,1.5,3.0,25.0,35.0,50.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
Fagus_sylvatica,Tree,ft,4.9,9.8,82.0,115.0,160.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
Fagus_sylvatica,Tree,m,1.5,3.0,25.0,35.0,50.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,"== Description == Fagus sylvatica is a large tree , capable of reaching height of up to 50 m ( 160 ft ) tall and 3 m ( 9.8 ft ) trunk diameter , though more typically 25–35 m ( 82–115 ft ) tall and up to 1.5 m ( 4.9 ft ) trunk diameter ."
