Plantname,Category,Unit,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Wiki link,Evidence (Source text/Sentence)
Fagus_sylvatica,Tree,ft,13.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,A 10-year-old sapling will stand about 4 m ( 13 ft ) tall .
Fagus_sylvatica,Tree,m,4.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fagus_sylvatica,A 10-year-old sapling will stand about 4 m ( 13 ft ) tall .
Felicia_amelloides,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Felicia_amelloides,x
Festuca_amethystina,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Festuca_amethystina,x
Festuca_mairei,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Festuca_mairei,x
Festuca_ovina,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Festuca_ovina,x
Ficus_benjamina,House Plant,in,2.0,5.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_benjamina,"== Description == Ficus benjamina is a tree reaching 30 m ( 98 ft ) tall in natural condition , with gracefully drooping branchlet and glossy leaf 6–13 cm ( 2–5 in ) , oval with an acuminate tip ."
Ficus_benjamina,House Plant,cm,6.0,13.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_benjamina,"== Description == Ficus benjamina is a tree reaching 30 m ( 98 ft ) tall in natural condition , with gracefully drooping branchlet and glossy leaf 6–13 cm ( 2–5 in ) , oval with an acuminate tip ."
Ficus_benjamina,House Plant,ft,98.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_benjamina,"== Description == Ficus benjamina is a tree reaching 30 m ( 98 ft ) tall in natural condition , with gracefully drooping branchlet and glossy leaf 6–13 cm ( 2–5 in ) , oval with an acuminate tip ."
Ficus_benjamina,House Plant,m,30.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_benjamina,"== Description == Ficus benjamina is a tree reaching 30 m ( 98 ft ) tall in natural condition , with gracefully drooping branchlet and glossy leaf 6–13 cm ( 2–5 in ) , oval with an acuminate tip ."
Common_fig,Tree,ft,23.0,33.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_carica,"== Biology == === Description === Ficus carica is a gynodioecious , i. e. , functionally dioecious , deciduous tree or large shrub that grows up to 7–10 metre ( 23–33 ft ) tall , with smooth white bark ."
Common_fig,Tree,m,7.0,10.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_carica,"== Biology == === Description === Ficus carica is a gynodioecious , i. e. , functionally dioecious , deciduous tree or large shrub that grows up to 7–10 metre ( 23–33 ft ) tall , with smooth white bark ."
Common_fig,Tree,ft,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ficus_carica,"This practice consists in digging a trench that is appropriate to the size of the specimen , some of which are more than 10 foot tall , severing part of the root system , and bending the specimen into the trench ."
Fennel,Herb,ft,8.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Foeniculum_vulgare,"It is erect , glaucous green , and grows to height of up to 2.5 metre ( 8 ft ) , with hollow stem ."
Fennel,Herb,m,2.5,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Foeniculum_vulgare,"It is erect , glaucous green , and grows to height of up to 2.5 metre ( 8 ft ) , with hollow stem ."
Fothergilla_gardenii,Shrub,ft,3.0,3.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fothergilla_gardenii,Height/spread : Max height and spread is 0.9 m ( 3 ft ) to 1 m ( 3 ft ) .
Fothergilla_gardenii,Shrub,m,0.9,1.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fothergilla_gardenii,Height/spread : Max height and spread is 0.9 m ( 3 ft ) to 1 m ( 3 ft ) .
Fothergilla_major,Shrub,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fothergilla_major,x
Fouquieria_splendens,Shrub,cm,5.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fouquieria_splendens,"Individual stem may reach a diameter of 5 cm at the base , and the plant may grow to a height of 10 m ( 33 ft ) ."
Fouquieria_splendens,Shrub,ft,33.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fouquieria_splendens,"Individual stem may reach a diameter of 5 cm at the base , and the plant may grow to a height of 10 m ( 33 ft ) ."
Fouquieria_splendens,Shrub,m,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fouquieria_splendens,"Individual stem may reach a diameter of 5 cm at the base , and the plant may grow to a height of 10 m ( 33 ft ) ."
Fragaria_chiloensis,Perennial,in,2.0,5.9,11.8,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fragaria_chiloensis,"It is an evergreen plant growing to 15–30 centimetre ( 5.9–11.8 in ) tall , with glossy green trifoliate leaf , each leaflet around 5 centimetre ( 2.0 in ) long ."
Fragaria_chiloensis,Perennial,cm,5.0,15.0,30.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fragaria_chiloensis,"It is an evergreen plant growing to 15–30 centimetre ( 5.9–11.8 in ) tall , with glossy green trifoliate leaf , each leaflet around 5 centimetre ( 2.0 in ) long ."
Fragaria_vesca,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fragaria_vesca,x
Fraxinus_excelsior,Tree,ft,6.6,11.0,39.0,59.0,141.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_excelsior,"== Description == It is a large deciduous tree growing to 12–18 m ( 39–59 ft ) ( exceptionally to 43 m or 141 ft ) tall with a trunk up to 2 m ( 6.6 ft ) ( exceptionally to 3.5 m or 11 ft ) diameter , with a tall , narrow crown ."
Fraxinus_excelsior,Tree,m,2.0,3.5,12.0,18.0,43.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_excelsior,"== Description == It is a large deciduous tree growing to 12–18 m ( 39–59 ft ) ( exceptionally to 43 m or 141 ft ) tall with a trunk up to 2 m ( 6.6 ft ) ( exceptionally to 3.5 m or 11 ft ) diameter , with a tall , narrow crown ."
Fraxinus_excelsior,Tree,ft,6.6,11.0,39.0,59.0,141.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_excelsior,"== Description == It is a large deciduous tree growing to 12–18 m ( 39–59 ft ) ( exceptionally to 43 m or 141 ft ) tall with a trunk up to 2 m ( 6.6 ft ) ( exceptionally to 3.5 m or 11 ft ) diameter , with a tall , narrow crown ."
Fraxinus_excelsior,Tree,m,2.0,3.5,12.0,18.0,43.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_excelsior,"== Description == It is a large deciduous tree growing to 12–18 m ( 39–59 ft ) ( exceptionally to 43 m or 141 ft ) tall with a trunk up to 2 m ( 6.6 ft ) ( exceptionally to 3.5 m or 11 ft ) diameter , with a tall , narrow crown ."
Fraxinus_excelsior,Tree,cm,25.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_excelsior,Hurleys are manufactured from the butt log ( bottom 1.5-m of the stem ) and from tree ideally of a diameter at breast height around 25–30 cm .
Fraxinus_pennsylvanica,Tree,in,24.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_pennsylvanica,== Description == Fraxinus pennsylvanica is a medium-sized deciduous tree reaching 12–25 m ( 39–82 ft ) ( rarely to 45 m or 148 ft ) tall with a trunk up to 60 cm ( 24 in ) in diameter .
Fraxinus_pennsylvanica,Tree,cm,60.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_pennsylvanica,== Description == Fraxinus pennsylvanica is a medium-sized deciduous tree reaching 12–25 m ( 39–82 ft ) ( rarely to 45 m or 148 ft ) tall with a trunk up to 60 cm ( 24 in ) in diameter .
Fraxinus_pennsylvanica,Tree,ft,39.0,82.0,148.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_pennsylvanica,== Description == Fraxinus pennsylvanica is a medium-sized deciduous tree reaching 12–25 m ( 39–82 ft ) ( rarely to 45 m or 148 ft ) tall with a trunk up to 60 cm ( 24 in ) in diameter .
Fraxinus_pennsylvanica,Tree,m,12.0,25.0,45.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_pennsylvanica,== Description == Fraxinus pennsylvanica is a medium-sized deciduous tree reaching 12–25 m ( 39–82 ft ) ( rarely to 45 m or 148 ft ) tall with a trunk up to 60 cm ( 24 in ) in diameter .
Fraxinus_velutina,Tree,cm,30.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_velutina,"== Description == Fraxinus velutina is a small deciduous tree growing to 10 m tall , with a trunk up to 30 cm diameter ."
Fraxinus_velutina,Tree,m,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fraxinus_velutina,"== Description == Fraxinus velutina is a small deciduous tree growing to 10 m tall , with a trunk up to 30 cm diameter ."
Fritillaria_meleagris,Flowering Bulb,in,6.0,16.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fritillaria_meleagris,It flower from March to May and grows between 15–40 cm ( 6–16 in ) in height .
Fritillaria_meleagris,Flowering Bulb,cm,15.0,40.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fritillaria_meleagris,It flower from March to May and grows between 15–40 cm ( 6–16 in ) in height .
Fuchsia_arborescens,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Fuchsia_arborescens,x
Galanthus_elwesii,Flowering Bulb,cm,7.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galanthus_elwesii,"( 2 variant ) 1911 Galanthus koenenianus Lobin 1993 Galanthus transcaucasicus Fomin 1909 Unplaced Galanthus samothracicus Kit Tan & Biel 2014 ( Greece ) Selected speciesCommon snowdrop , Galanthus nivalis , grows to around 7–15 cm tall , flowering between January and April in the northern temperate zone ( January–May in the wild ) ."
Galanthus_elwesii,Flowering Bulb,cm,23.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galanthus_elwesii,"Crimean snowdrop , Galanthus plicatus , 30 cm tall , flowering January/March , white flower , with broad leaf folded back at the edge ( explicative vernation ) Giant snowdrop , Galanthus elwesii , a native of the Levant , 23 cm tall , flowering January/February , with large flower , the three inner segment of which often have a much larger and more conspicuous green blotch ( or blotch ) than the more common kind ; supervolute vernation ."
Galanthus_elwesii,Flowering Bulb,cm,23.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galanthus_elwesii,"Crimean snowdrop , Galanthus plicatus , 30 cm tall , flowering January/March , white flower , with broad leaf folded back at the edge ( explicative vernation ) Giant snowdrop , Galanthus elwesii , a native of the Levant , 23 cm tall , flowering January/February , with large flower , the three inner segment of which often have a much larger and more conspicuous green blotch ( or blotch ) than the more common kind ; supervolute vernation ."
Galanthus_nivalis,Flowering Bulb,cm,7.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galanthus_nivalis,"== Description == Galanthus nivalis grows to around 7–15 cm tall , flowering between January and April in the northern temperate zone ( January–May in the wild ) ."
Galanthus_nivalis,Flowering Bulb,cm,5.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galanthus_nivalis,"Double-flowered seedling have also arisen G. nivalis 'Snow White 's Gnome ' – at le than 5 cm tall in flower , this is possibly the world 's smallest snowdrop cultivar ."
Galium_odoratum,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Galium_odoratum,x
Gardenia_taitensis,Shrub,cm,5.0,16.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gardenia_taitensis,It is an evergreen tropical shrub that grows to 4 m tall and ha glossy dark green leaf ( 5–16 cm long ) that are oppositely arranged along the stem .
Gardenia_taitensis,Shrub,m,4.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gardenia_taitensis,It is an evergreen tropical shrub that grows to 4 m tall and ha glossy dark green leaf ( 5–16 cm long ) that are oppositely arranged along the stem .
Gaultheria_procumbens,Ground Cover,in,4.0,6.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gaultheria_procumbens,"== Growth and habitat == G. procumbens is a small , low-growing shrub , typically reaching 10–15 cm ( 4–6 in ) tall ."
Gaultheria_procumbens,Ground Cover,cm,10.0,15.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gaultheria_procumbens,"== Growth and habitat == G. procumbens is a small , low-growing shrub , typically reaching 10–15 cm ( 4–6 in ) tall ."
Gaultheria_shallon,Ground Cover,ft,0.66,16.4,16.4,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gaultheria_shallon,"== Description == Gaultheria shallon is 0.2 to 5 m ( 0.66 to 16.40 ft ) tall , sprawling to erect ."
Gaultheria_shallon,Ground Cover,m,0.2,5.0,5.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gaultheria_shallon,"== Description == Gaultheria shallon is 0.2 to 5 m ( 0.66 to 16.40 ft ) tall , sprawling to erect ."
Gazania_rigens,Perennial,in,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gazania_rigens,"== Description == Gazania rigens is a spreading , low-growing , half-hardy perennial , growing to 50 cm ( 20 in ) tall and wide , with blue-grey foliage and brilliant yellow , daisy-like composite flowerheads throughout the summer ."
Gazania_rigens,Perennial,cm,50.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gazania_rigens,"== Description == Gazania rigens is a spreading , low-growing , half-hardy perennial , growing to 50 cm ( 20 in ) tall and wide , with blue-grey foliage and brilliant yellow , daisy-like composite flowerheads throughout the summer ."
Gelsemium_rankinii,Vine,ft,20.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gelsemium_rankinii,"Gelsemium rankinii , the Rankin 's trumpetflower or swamp jessamine , is a twining vine in the family Gelsemiaceae , native to the southeastern United States from Louisiana to the Carolinas.Gelsemium rankinii is a vine that will climb over other vegetation to a height of 6 meter ( 20 foot ) or more ."
Gelsemium_rankinii,Vine,m,6.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gelsemium_rankinii,"Gelsemium rankinii , the Rankin 's trumpetflower or swamp jessamine , is a twining vine in the family Gelsemiaceae , native to the southeastern United States from Louisiana to the Carolinas.Gelsemium rankinii is a vine that will climb over other vegetation to a height of 6 meter ( 20 foot ) or more ."
Gelsemium_sempervirens,Vine,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gelsemium_sempervirens,x
Geranium_maculatum,Perennial,cm,60.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Geranium_maculatum,"== Description == It is a perennial herbaceous plant growing to 60 cm ( 2 ft ) tall , producing upright , usually unbranched stem and flower in spring to early summer ."
Geranium_maculatum,Perennial,ft,2.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Geranium_maculatum,"== Description == It is a perennial herbaceous plant growing to 60 cm ( 2 ft ) tall , producing upright , usually unbranched stem and flower in spring to early summer ."
Geum_triflorum,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Geum_triflorum,x
Ginkgo_biloba,Tree,ft,66.0,115.0,160.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ginkgo_biloba,"== Description == Ginkgos are large tree , normally reaching a height of 20–35 m ( 66–115 ft ) , with some specimen in China being over 50 m ( 160 ft ) ."
Ginkgo_biloba,Tree,m,20.0,35.0,50.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ginkgo_biloba,"== Description == Ginkgos are large tree , normally reaching a height of 20–35 m ( 66–115 ft ) , with some specimen in China being over 50 m ( 160 ft ) ."
Ginkgo_biloba,Tree,m,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ginkgo_biloba,Ginkgo 's large seed and habit of `` bolting '' – growing to a height of 10 meter before elongating it side branch – may be adaption to such an environment .
Glechoma_hederacea,House Plant,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Glechoma_hederacea,x
Soybean,Vegetable,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Soybean,x
Gomphrena_globosa,Annual,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gomphrena_globosa,x
Graptophyllum_pictum,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Graptophyllum_pictum,x
Grevillea_robusta,Tree,ft,20.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Grevillea_robusta,"== Description == Grevillea robusta is a fast-growing evergreen tree with a single main trunk , growing to 5–40 m ( 20–100 ft ) tall ."
Grevillea_robusta,Tree,m,5.0,40.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Grevillea_robusta,"== Description == Grevillea robusta is a fast-growing evergreen tree with a single main trunk , growing to 5–40 m ( 20–100 ft ) tall ."
Gypsophila_paniculata,Perennial,ft,4.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gypsophila_paniculata,"It is an herbaceous perennial growing to 1.2 m ( 4 ft ) tall and wide , with mound of branching stem covered in cloud of tiny white flower in summer ( hence the common name `` baby 's breath '' ) ."
Gypsophila_paniculata,Perennial,m,1.2,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gypsophila_paniculata,"It is an herbaceous perennial growing to 1.2 m ( 4 ft ) tall and wide , with mound of branching stem covered in cloud of tiny white flower in summer ( hence the common name `` baby 's breath '' ) ."
Gypsophila_repens,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Gypsophila_repens,x
Hamamelis_virginiana,Tree,m,6.0,10.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hamamelis_virginiana,"== Description == It is a small , deciduous tree or shrub growing up to 6 m ( rarely to 10 m ) tall , often with a dense cluster of stem from it base ."
Hamelia_patens,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hamelia_patens,x
Hardenbergia_violacea,Vine,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hardenbergia_violacea,x
Hedera_helix,House Plant,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hedera_helix,x
Helianthus_annuus,Annual,ft,9.8,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helianthus_annuus,"== Description == The plant ha an erect rough-hairy stem , reaching typical height of 3 metre ( 9.8 ft ) ."
Helianthus_annuus,Annual,m,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helianthus_annuus,"== Description == The plant ha an erect rough-hairy stem , reaching typical height of 3 metre ( 9.8 ft ) ."
Helianthus_debilis,Perennial,m,2.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helianthus_debilis,It can reach 2 meter tall .
Helianthus_divaricatus,Perennial,cm,1.0,8.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helianthus_divaricatus,"It is up to 1.5 m tall with short stalked , lanceolate to oval leaf , 1–8 cm wide with toothed margin ."
Helianthus_divaricatus,Perennial,m,1.5,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helianthus_divaricatus,"It is up to 1.5 m tall with short stalked , lanceolate to oval leaf , 1–8 cm wide with toothed margin ."
Helichrysum_petiolare,Annual,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Helichrysum_petiolare,x
Heliconia_psittacorum,House Plant,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliconia_psittacorum,x
Heliconia_rostrata,Tropical,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliconia_rostrata,x
Heliopsis_helianthoides,Perennial,in,16.0,59.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliopsis_helianthoides,"It is native to eastern and central North America from Saskatchewan east to Newfoundland and south a far a Texas , New Mexico , and Georgia.Heliopsis helianthoides is a rhizomatous herbaceous perennial growing 40–150 cm ( 16–59 in ) tall ."
Heliopsis_helianthoides,Perennial,cm,40.0,150.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliopsis_helianthoides,"It is native to eastern and central North America from Saskatchewan east to Newfoundland and south a far a Texas , New Mexico , and Georgia.Heliopsis helianthoides is a rhizomatous herbaceous perennial growing 40–150 cm ( 16–59 in ) tall ."
Heliotropium_arborescens,Annual,ft,3.9,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliotropium_arborescens,"Growing to 1.2 m ( 3.9 ft ) tall and broad , it is a bushy , evergreen , short-lived shrub with dense cluster of bright purple flower , notable for their intense , rather vanilla-like fragrance ."
Heliotropium_arborescens,Annual,m,1.2,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Heliotropium_arborescens,"Growing to 1.2 m ( 3.9 ft ) tall and broad , it is a bushy , evergreen , short-lived shrub with dense cluster of bright purple flower , notable for their intense , rather vanilla-like fragrance ."
