Wiki link,common name,botanical name,status,common name worked,botanical name worked,both worked,search result url,missouribotanicalgarden url,page data
,English Ivy,Hedera Helix,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hedera+Helix,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276595&isprofile=1&basic=Hedera+Helix,
,Helenium,Helenium Amarum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helenium+Amarum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277197&isprofile=1&basic=Helenium+Amarum,
,Sun Rose,Helianthemum Nummularium,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helianthemum+Nummularium,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279173&isprofile=1&basic=Helianthemum+Nummularium,
,Sunflower,Helianthus Annuus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helianthus+Annuus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277199&isprofile=1&basic=Helianthus+Annuus,
,Beach Dune Flower,Helianthus Debilis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helianthus+Debilis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277199&isprofile=1&basic=Helianthus+Annuus,
,Woodland Sunflower,Helianthus Divaricatus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helianthus+Divaricatus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277327&isprofile=1&basic=Helianthus+Divaricatus,
,Silver Helichrysum,Helichrysum Petiolare,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Helichrysum+Petiolare,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277536&isprofile=1&basic=Helichrysum+Petiolare,
,Heliconia,Heliconia Psittacorum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heliconia+Psittacorum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277536&isprofile=1&basic=Helichrysum+Petiolare,
,Lobster Claw,Heliconia Rostrata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heliconia+Rostrata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277536&isprofile=1&basic=Helichrysum+Petiolare,
,Summer Sun Sundrops,Heliopsis Helianthoides,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heliopsis+Helianthoides,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277204&isprofile=1&basic=Heliopsis+Helianthoides,
,Heliotrope,Heliotropium Arborescens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heliotropium+Arborescens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277986&isprofile=1&basic=Heliotropium+Arborescens,
,Red Flame Ivy,Hemigraphis Alternata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hemigraphis+Alternata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=275316&isprofile=1&basic=Hemigraphis+Alternata,
,Green Carpet,Herniaria Glabra,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Herniaria+Glabra,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=251358&isprofile=1&basic=Green+Carpet,
,Heuchera,Heuchera Americana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heuchera+Americana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286871&isprofile=1&basic=Heuchera+Americana,
,Coral Bells,Heuchera Micrantha,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Heuchera+Micrantha,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=248532&isprofile=1&basic=Heuchera+Micrantha,
,Red Leaf Swamp Hibiscus,Hibiscus Acetosella,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hibiscus+Acetosella,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=248532&isprofile=1&basic=Heuchera+Micrantha,
,Hibiscus,Hibiscus Rosa-sinensis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hibiscus+Rosa-sinensis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282563&isprofile=1&basic=Hibiscus+Rosa-sinensis,
,Florida Cranberry,Hibiscus Sabdariffa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hibiscus+Sabdariffa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282563&isprofile=1&basic=Hibiscus+Rosa-sinensis,
,Chinese Hat,Holmskioldia Sanguinea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Holmskioldia+Sanguinea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282563&isprofile=1&basic=Hibiscus+Rosa-sinensis,
,Blue-Green Plantain Lily,Hosta Ventricosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hosta+Ventricosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282432&isprofile=1&basic=Hosta+Ventricosa,
,Chameleon Plant,Houttuynia Cordata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Houttuynia+Cordata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=248966&isprofile=1&basic=Houttuynia+Cordata,
,Wax Plant,Hoya Carnosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hoya+Carnosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276833&isprofile=1&basic=Hoya+Carnosa,
,Common Hop,Humulus Lupulus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Humulus+Lupulus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282761&isprofile=1&basic=Humulus+Lupulus,
,Hyacinth,Hyacinthus Orientalis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hyacinthus+Orientalis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281784&isprofile=1&basic=Hyacinthus+Orientalis,
,Smooth Hydrangea,Hydrangea Arborescens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hydrangea+Arborescens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286861&isprofile=1&basic=Hydrangea+Arborescens,
,Dragon Fruit (White Flesh),Hylocereus Undatus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Hylocereus+Undatus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286861&isprofile=1&basic=Hydrangea+Arborescens,
,Gibraltar Candytuft,Iberis Gibraltarica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iberis+Gibraltarica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286861&isprofile=1&basic=Hydrangea+Arborescens,
,Candytuft,Iberis Sempervirens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iberis+Sempervirens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278040&isprofile=1&basic=Iberis+Sempervirens,
,Chinese Holly,Ilex Cornuta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ilex+Cornuta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276168&isprofile=1&basic=Ilex+Cornuta,
,Dwarf Japanese Holly,Ilex Crenata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ilex+Crenata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276164&isprofile=1&basic=Ilex+Crenata,
,Winterberry Holly,Ilex Verticillata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ilex+Verticillata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276156&isprofile=1&basic=Ilex+Verticillata,
,Florida Anise,Illicium Floridanum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Illicium+Floridanum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282517&isprofile=1&basic=Illicium+Floridanum,
,Japanese Anise,Illicium Parviflorum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Illicium+Parviflorum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282516&isprofile=1&basic=Illicium+Parviflorum,
,Hardy Gloxinia,Incarvillea Delavayi,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Incarvillea+Delavayi,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277912&isprofile=1&basic=Incarvillea+Delavayi,
,Chinese Indigo,Indigofera Decora,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Indigofera+Decora,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280370&isprofile=1&basic=Indigofera+Decora,
,Pink Indigo,Indigofera Kirilowii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Indigofera+Kirilowii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280541&isprofile=1&basic=Indigofera+Kirilowii,
,Purple Sweet Potato Vine,Ipomoea Batatas,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ipomoea+Batatas,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279305&isprofile=1&basic=Ipomoea+Batatas,
,Morning Glory,Ipomoea Nil,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ipomoea+Nil,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279327&isprofile=1&basic=Morning+Glory,
,Tall Morning Glory,Ipomoea Purpurea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ipomoea+Purpurea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279300&isprofile=1&basic=Ipomoea+Purpurea,
,Cardinal Climber Vine,Ipomoea Quamoclit,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ipomoea+Quamoclit,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279301&isprofile=1&basic=Ipomoea+Quamoclit,
,Dwarf Crested Iris,Iris Cristata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Cristata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281151&isprofile=1&basic=Iris+Cristata,
,Bearded Iris,Iris Germanica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Germanica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281085&isprofile=1&basic=Iris+Germanica,
,Yellow Flag Iris,Iris Pseudacorus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Pseudacorus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281137&isprofile=1&basic=Iris+Pseudacorus,
,Dwarf Bearded Iris,Iris Pumila,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Pumila,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=247824&isprofile=1&basic=Dwarf+Bearded+Iris,
,Reticulated Iris,Iris Reticulata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Reticulata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281313&isprofile=1&basic=Iris+Reticulata,
,Siberian Iris,Iris Sibirica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Sibirica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=247821&isprofile=1&basic=Siberian+Iris,
,Versicolor Iris,Iris Versicolor,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Versicolor,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281141&isprofile=1&basic=Iris+Versicolor,
,Virginia Blue Flag,Iris Virginica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Iris+Virginica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281166&isprofile=1&basic=Iris+Virginica,
,Fiberoptic Grass,Isolepis Cernua,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Isolepis+Cernua,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281166&isprofile=1&basic=Iris+Virginica,
,Jacaranda Tree,Jacaranda Mimosifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jacaranda+Mimosifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277888&isprofile=1&basic=Jacaranda+Mimosifolia,
,Downy Jasmine,Jasminum Multiflorum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jasminum+Multiflorum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277888&isprofile=1&basic=Jacaranda+Mimosifolia,
,Star Jasmine,Jasminum Nitidum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jasminum+Nitidum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277888&isprofile=1&basic=Jacaranda+Mimosifolia,
,Winter Jasmine,Jasminum Nudiflorum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jasminum+Nudiflorum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282930&isprofile=1&basic=Jasminum+Nudiflorum,
,Pink Jasmine,Jasminum Polyanthum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jasminum+Polyanthum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282930&isprofile=1&basic=Jasminum+Nudiflorum,
,Sambac Jasmine,Jasminum Sambac,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jasminum+Sambac,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=282952&isprofile=1&basic=Jasminum+Sambac,
,Buddha Belly,Jatropha Integerrima,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Jatropha+Integerrima,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285338&isprofile=1&basic=Buddha+Belly,
,Butternut,Juglans Cinerea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juglans+Cinerea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281347&isprofile=1&basic=Juglans+Cinerea,
,Black Walnut,Juglans Nigra,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juglans+Nigra,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281348&isprofile=1&basic=Juglans+Nigra,
,Carpathian English Walnut,Juglans Regia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juglans+Regia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281359&isprofile=1&basic=Juglans+Regia,
,Soft Rush,Juncus Effusus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juncus+Effusus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281373&isprofile=1&basic=Juncus+Effusus,
,Arrows Rush,Juncus Inflexus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juncus+Inflexus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281368&isprofile=1&basic=Juncus+Inflexus,
,Path Rush,Juncus Tenuis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juncus+Tenuis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=249859&isprofile=1&basic=Juncus+Tenuis,
,Shore Juniper,Juniperus Conferta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juniperus+Conferta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279591&isprofile=1&basic=Juniperus+Conferta,
,Savin Juniper,Juniperus Sabina,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Juniperus+Sabina,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Chuparosa Honeysuckle,Justicia Californica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Justicia+Californica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Brazilian Pink Flame Jacobina,Justicia Carnea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Justicia+Carnea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Mexican Honeysuckle,Justicia Ovata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Justicia+Ovata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Firespike Justicia,Justicia Spicigera,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Justicia+Spicigera,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Donkey Ears,Kalanchoe Gastonis-bonnieri,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Kalanchoe+Gastonis-bonnieri,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279632&isprofile=1&basic=Juniperus+Sabina,
,Mountain Laurel,Kalmia Latifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Kalmia+Latifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279967&isprofile=1&basic=Kalmia+Latifolia,
,Black Coral Pea,Kennedia Nigricans,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Kennedia+Nigricans,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279967&isprofile=1&basic=Kalmia+Latifolia,
,Red Hot Poker,Kniphofia Uvaria,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Kniphofia+Uvaria,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281892&isprofile=1&basic=Kniphofia+Uvaria,
,Golden Raintree,Koelreuteria Paniculata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Koelreuteria+Paniculata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286815&isprofile=1&basic=Koelreuteria+Paniculata,
